"timestamp","value1","value2","value3"
"2024-09-06 04:46:50.642884",687,"1a0ee1f3-6733-4368-990e-e61d1e863686","0.8886847449221587"
"2024-09-06 04:46:50.710318",610,"0aee1c27-d9ac-4f73-bf1c-784fef4270c4","0.7938384501530722"
"2024-09-06 04:47:10.398591",78,"5d877c9f-d0c4-4ead-ba9f-ba62c95e16d9","0.6735091066257001"
"2024-09-06 04:47:10.410843",274,"043a44e1-1f05-4b6b-bc90-bcf5458b9c69","0.4961618284224478"
"2024-09-06 04:47:30.392802",746,"016a2f88-03a8-4d8e-97c1-9551d45c9f8a","0.37311791777655157"
"2024-09-06 04:47:30.416839",139,"f77c2659-ff26-4149-835f-73bef82c3756","0.8370775558068624"
"2024-09-06 04:47:50.367594",892,"bb57a44a-eb2f-4d35-8ed6-0147f0cf007f","0.2265523024283237"
"2024-09-06 04:47:50.398323",576,"b066823b-ca42-4abc-9152-8da75117e377","0.6978576366952873"
"2024-09-06 04:48:10.37576",816,"0508e752-deb9-47cb-95fe-af9f5a0b2acb","0.3922131912442077"
"2024-09-06 04:48:10.38638",543,"96e761dd-c067-47f2-92f6-19e1e6bb49d0","0.6855741987466717"
"2024-09-06 04:48:30.390163",189,"30c8a6bc-d407-4c40-8221-52d58672db29","0.32909985228409677"
"2024-09-06 04:48:30.416474",160,"b0f12500-91cf-4eea-802b-fd05f992ec07","0.5855959869322663"
"2024-09-06 04:48:50.382869",474,"8e31ae27-192d-41b0-820c-e47d3c5916d2","0.6773175812836103"
"2024-09-06 04:48:50.394238",800,"c88e2d21-50e8-46b8-a481-1a0b69daa0a6","0.02937232154599323"
"2024-09-06 04:49:10.391363",396,"b7a8c88c-fda2-476f-911e-8799697a521b","0.5846296334791903"
"2024-09-06 04:49:10.400113",642,"f7c25add-3a1c-4c08-b406-029db5cf0ff6","0.5992700534798172"
"2024-09-06 04:49:30.390212",835,"2ba4bd25-e44a-4ff6-b5ed-1e23a23d7ef7","0.0246339201509721"
"2024-09-06 04:49:30.393987",933,"5862a88a-a982-4b3a-8b11-d8987c2b4654","0.08093061477820906"
"2024-09-06 04:49:50.393507",755,"a74abd73-0223-49cf-b23d-62b5f0f849ea","0.49264827618453555"
"2024-09-06 04:49:50.402012",333,"fea113eb-44eb-4342-b59a-e7a3ffafef6c","0.7980474359712847"
"2024-09-06 04:50:10.39072",93,"66e411bd-5d83-41ec-a084-0d271c25bccf","0.40374460493623443"
"2024-09-06 04:50:10.396971",721,"741bf0cc-c808-4a54-b69e-dc56e24fd9da","0.6928690205174751"
"2024-09-06 04:50:30.390686",521,"c31f2cf8-fe19-4e61-9931-f18639b15a72","0.6783331865401395"
"2024-09-06 04:50:30.487175",525,"6d33261d-7802-4188-867b-d18191e4d629","0.3996156541735937"
"2024-09-06 04:50:50.389812",992,"9b447c29-20e9-4ce4-97d1-aabbafd967cc","0.8002553650842911"
"2024-09-06 04:50:50.412467",805,"472846be-6c59-42b2-88c9-2bfe6f6760b5","0.2718932589320018"
"2024-09-06 04:51:10.397849",551,"87adab7a-f5cc-451a-a5ba-d9f5f74de142","0.10408618677390113"
"2024-09-06 04:51:10.576769",976,"6b669831-ff8b-4d49-86ae-bd4bdd6fc9a9","0.5281947810455803"
"2024-09-06 04:51:30.379524",511,"4500849a-51fe-4b40-a94b-507cc45ef366","0.9758659878956872"
"2024-09-06 04:51:30.395671",301,"27ff83db-371c-4e65-abe9-5d89b6665afe","0.5143069871095884"
"2024-09-06 04:51:50.359941",829,"608491af-f5c5-4eb1-99ff-403d4c9365ec","0.5641120082256501"
"2024-09-06 04:51:50.381998",233,"a5736dd0-48d4-4b26-9222-5296547f4e14","0.1707711855177888"
"2024-09-06 04:52:10.383338",628,"1d9e2b1e-d389-4f55-9b83-bb262ada98d1","0.10417415142070996"
"2024-09-06 04:52:10.408337",110,"39acda4e-5d87-42c1-9539-795748322c80","0.37933876576216785"
"2024-09-06 04:52:30.387801",414,"62ebb0ca-5c76-4b54-ba07-b9315e94b45c","0.3540430533062773"
"2024-09-06 04:52:30.401258",166,"22f47f8d-db26-431e-ac4d-85a1349b584c","0.3729118748444803"
"2024-09-06 04:52:50.390541",558,"f1b05511-b795-4ec7-9766-0af9a1c17436","0.8833839466483127"
"2024-09-06 04:52:50.397626",306,"12e20c2e-7825-4167-b99f-ea8c142bc28f","0.00979310768965791"
"2024-09-06 04:53:10.408674",404,"b174dc56-8a35-4fb0-be8e-9139e99f8128","0.7575582684076417"
"2024-09-06 04:53:10.416215",320,"97a82c4b-206e-44ae-91ec-ac2d4a30cfdd","0.6475488016705576"
"2024-09-06 04:53:30.388173",70,"0eb607c6-5cf2-4d92-b6fd-6a1e410d3a61","0.2709390037695404"
"2024-09-06 04:53:30.395613",426,"ef0c6143-9843-4304-85f4-93da809a870e","0.49822965558560495"
"2024-09-06 04:53:50.362706",697,"da0dc7e6-535d-4d4f-96f8-3315006ca834","0.2865006775979617"
"2024-09-06 04:53:50.392678",136,"ed023a23-5cfc-4dc5-9ddb-06dd3a34c3cb","0.3666667877003327"
"2024-09-06 04:54:10.392638",858,"c912dfbf-e81a-4ae7-959c-1de63ce82b31","0.8489850670689824"
"2024-09-06 04:54:10.544606",769,"e81d4ddb-ef3e-456c-9d8b-2bcc4c350f9a","0.726899563694853"
"2024-09-06 04:54:30.38283",893,"60bcdc10-46fe-4ccb-9afa-a7fd3559f057","0.27144215545036443"
"2024-09-06 04:54:30.391138",319,"20463677-70e9-42cb-a191-98e31fb14cae","0.7962644798228429"
"2024-09-06 04:54:50.389784",312,"d2dd19c5-b80a-4ebc-b93f-c8305952b3dc","0.25175057533595135"
"2024-09-06 04:54:50.401661",514,"32f0ce53-8a54-4541-ad15-86435f96c866","0.625430924614835"
"2024-09-06 04:55:10.381049",554,"57bf8fb8-8584-4f7e-ad76-0369cf8ed1f5","0.0900441434413326"
"2024-09-06 04:55:10.386812",567,"76cf24fa-1b93-4b9a-9c6e-92a7d2739851","0.9591066497181125"
"2024-09-06 04:55:30.380882",549,"345caf6a-a193-484c-bff7-939a83ea541b","0.6791464436736071"
"2024-09-06 04:55:30.388255",623,"777faed5-e70e-40c1-9e1b-e92c20245962","0.8309316499106275"
"2024-09-06 04:55:50.386565",520,"b0545b31-630b-436c-a0fa-bb0b372b155d","0.42763798297643596"
"2024-09-06 04:55:50.50063",62,"3d23ea84-b8d8-4531-952e-8d4d4a887f7a","0.7748780142322234"
"2024-09-06 04:56:10.389751",144,"2c955ba9-837a-485e-9eba-9dea37024eb6","0.16498597870664522"
"2024-09-06 04:56:10.399092",194,"19a63c1d-9a85-421b-9a41-95a212b284b0","0.08890225968873744"
"2024-09-06 04:56:30.390422",525,"1bb46059-3bc6-4e03-a23f-37ccf51992b7","0.5555722376216924"
"2024-09-06 04:56:30.400523",160,"1fd5cb9c-e329-42f6-aeae-a11eb71dfa7b","0.02796754164777171"
